uid,bank_account
Kenya_uniqueid_5761,Yes
Tanzania_uniqueid_1767,No
Rwanda_uniqueid_2455,No
Kenya_uniqueid_3993,No
Rwanda_uniqueid_7921,No
Tanzania_uniqueid_3072,No
Tanzania_uniqueid_4880,No
Uganda_uniqueid_2079,No
Kenya_uniqueid_1567,No
Uganda_uniqueid_1314,No
Tanzania_uniqueid_2424,No
Kenya_uniqueid_4515,No
Uganda_uniqueid_407,No
Rwanda_uniqueid_4354,No
Rwanda_uniqueid_6177,Yes
Rwanda_uniqueid_2941,No
Tanzania_uniqueid_2832,No
Kenya_uniqueid_1545,No
Tanzania_uniqueid_924,No
Rwanda_uniqueid_5038,No
Tanzania_uniqueid_5877,Yes
Kenya_uniqueid_5668,No
Kenya_uniqueid_3178,No
Kenya_uniqueid_1282,No
Rwanda_uniqueid_2217,No
Rwanda_uniqueid_108,No
Kenya_uniqueid_2472,No
Kenya_uniqueid_5588,No
Tanzania_uniqueid_1066,No
Rwanda_uniqueid_306,No
Uganda_uniqueid_1765,Yes
Tanzania_uniqueid_5168,No
Rwanda_uniqueid_253,No
Tanzania_uniqueid_4814,Yes
Rwanda_uniqueid_7146,No
Rwanda_uniqueid_3831,No
Kenya_uniqueid_3600,No
Rwanda_uniqueid_8461,No
Tanzania_uniqueid_3111,Yes
Rwanda_uniqueid_4202,No
Kenya_uniqueid_4295,No
Rwanda_uniqueid_3325,No
Tanzania_uniqueid_5896,No
Rwanda_uniqueid_5160,No
Rwanda_uniqueid_7396,No
Rwanda_uniqueid_4753,No
Uganda_uniqueid_794,No
Kenya_uniqueid_4040,No
Uganda_uniqueid_1190,No
Kenya_uniqueid_3915,No
Uganda_uniqueid_710,No
Uganda_uniqueid_1820,No
Tanzania_uniqueid_4948,No
Rwanda_uniqueid_5085,No
Kenya_uniqueid_2345,No
Kenya_uniqueid_3077,No
Tanzania_uniqueid_6165,No
Kenya_uniqueid_5606,Yes
Tanzania_uniqueid_2716,No
Rwanda_uniqueid_256,No
Rwanda_uniqueid_4455,No
Tanzania_uniqueid_4224,No
Rwanda_uniqueid_3170,No
Rwanda_uniqueid_1828,No
Tanzania_uniqueid_1006,No
Rwanda_uniqueid_8538,No
Tanzania_uniqueid_5571,No
Rwanda_uniqueid_5413,No
Rwanda_uniqueid_1461,Yes
Rwanda_uniqueid_1133,No
Tanzania_uniqueid_2995,No
Rwanda_uniqueid_4065,No
Uganda_uniqueid_896,No
Tanzania_uniqueid_1641,No
Kenya_uniqueid_158,No
Uganda_uniqueid_1921,No
Rwanda_uniqueid_2313,No
Kenya_uniqueid_3578,No
Rwanda_uniqueid_142,No
Kenya_uniqueid_5857,No
Tanzania_uniqueid_1582,No
Tanzania_uniqueid_5101,No
Rwanda_uniqueid_47,No
Tanzania_uniqueid_6035,No
Rwanda_uniqueid_2076,No
Uganda_uniqueid_1883,No
Rwanda_uniqueid_3711,No
Kenya_uniqueid_4067,No
Tanzania_uniqueid_470,Yes
Kenya_uniqueid_3014,No
Rwanda_uniqueid_8262,No
Tanzania_uniqueid_4775,No
Tanzania_uniqueid_3769,No
Rwanda_uniqueid_5030,No
Kenya_uniqueid_2570,No
Uganda_uniqueid_1457,No
Tanzania_uniqueid_4187,No
Kenya_uniqueid_5631,No
Tanzania_uniqueid_5876,No
Tanzania_uniqueid_920,No
Rwanda_uniqueid_1178,No
Uganda_uniqueid_487,No
Tanzania_uniqueid_2801,Yes
Rwanda_uniqueid_7660,No
Rwanda_uniqueid_1814,No
Uganda_uniqueid_202,No
Rwanda_uniqueid_3229,No
Rwanda_uniqueid_7278,No
Rwanda_uniqueid_1629,No
Rwanda_uniqueid_2798,No
Rwanda_uniqueid_7486,No
Tanzania_uniqueid_3467,No
Rwanda_uniqueid_2852,No
Uganda_uniqueid_1684,Yes
Kenya_uniqueid_2821,No
Kenya_uniqueid_5835,No
Rwanda_uniqueid_5091,No
Tanzania_uniqueid_3034,Yes
Kenya_uniqueid_2792,No
Kenya_uniqueid_389,No
Tanzania_uniqueid_4067,No
Uganda_uniqueid_2048,No
Uganda_uniqueid_1840,No
Tanzania_uniqueid_143,No
Kenya_uniqueid_1327,No
Rwanda_uniqueid_830,No
Rwanda_uniqueid_3605,No
Uganda_uniqueid_1279,Yes
Kenya_uniqueid_5895,No
Tanzania_uniqueid_5111,No
Uganda_uniqueid_1642,No
Kenya_uniqueid_1651,No
Rwanda_uniqueid_4848,No
Kenya_uniqueid_5249,No
Uganda_uniqueid_359,No
Rwanda_uniqueid_5356,No
Kenya_uniqueid_436,No
Uganda_uniqueid_836,Yes
Rwanda_uniqueid_6093,Yes
Rwanda_uniqueid_1363,No
Rwanda_uniqueid_474,No
Rwanda_uniqueid_8317,No
Rwanda_uniqueid_574,No
Tanzania_uniqueid_6585,No
Kenya_uniqueid_2563,No
Tanzania_uniqueid_5452,No
Tanzania_uniqueid_6235,No
Rwanda_uniqueid_8450,No
Tanzania_uniqueid_5268,No
Rwanda_uniqueid_4053,No
Rwanda_uniqueid_5719,No
Rwanda_uniqueid_1254,No
Rwanda_uniqueid_5433,No
Rwanda_uniqueid_4220,No
Rwanda_uniqueid_2656,No
Rwanda_uniqueid_2983,Yes
Uganda_uniqueid_366,No
Tanzania_uniqueid_6160,No
Rwanda_uniqueid_46,No
Uganda_uniqueid_781,No
Tanzania_uniqueid_542,No
Rwanda_uniqueid_2316,No
Uganda_uniqueid_1329,No
Tanzania_uniqueid_1995,No
Tanzania_uniqueid_4995,No
Tanzania_uniqueid_4714,No
Kenya_uniqueid_5029,Yes
Tanzania_uniqueid_890,No
Rwanda_uniqueid_3621,Yes
Uganda_uniqueid_1069,Yes
Rwanda_uniqueid_6576,Yes
Tanzania_uniqueid_929,No
Kenya_uniqueid_5542,No
Rwanda_uniqueid_6195,No
Tanzania_uniqueid_1527,No
Tanzania_uniqueid_3992,No
Tanzania_uniqueid_2110,Yes
Uganda_uniqueid_1484,Yes
Tanzania_uniqueid_1093,No
Rwanda_uniqueid_1260,No
Tanzania_uniqueid_3054,No
Kenya_uniqueid_2997,No
Tanzania_uniqueid_1655,No
Tanzania_uniqueid_360,No
Uganda_uniqueid_1998,No
Rwanda_uniqueid_1914,No
Kenya_uniqueid_5735,No
Uganda_uniqueid_1464,No
Rwanda_uniqueid_2442,No
Uganda_uniqueid_70,No
Rwanda_uniqueid_4367,No
Rwanda_uniqueid_3508,No
Tanzania_uniqueid_5540,No
Tanzania_uniqueid_2667,No
Kenya_uniqueid_1353,No
Kenya_uniqueid_3903,No
Tanzania_uniqueid_5146,No
Rwanda_uniqueid_994,No
Tanzania_uniqueid_1270,No
Kenya_uniqueid_5806,Yes
Tanzania_uniqueid_1732,No
Rwanda_uniqueid_4620,No
Kenya_uniqueid_4555,No
Rwanda_uniqueid_1743,No
Rwanda_uniqueid_489,No
Rwanda_uniqueid_7463,No
Tanzania_uniqueid_2272,No
Kenya_uniqueid_3372,No
Tanzania_uniqueid_4182,No
Kenya_uniqueid_4368,No
Rwanda_uniqueid_2993,No
Rwanda_uniqueid_7100,No
Uganda_uniqueid_443,No
Rwanda_uniqueid_764,No
Rwanda_uniqueid_1450,No
Tanzania_uniqueid_1434,No
Tanzania_uniqueid_334,No
Tanzania_uniqueid_3577,No
Tanzania_uniqueid_5324,No
Tanzania_uniqueid_3685,No
Rwanda_uniqueid_6081,No
Kenya_uniqueid_5762,No
Kenya_uniqueid_549,No
Rwanda_uniqueid_8336,No
Tanzania_uniqueid_2874,No
Rwanda_uniqueid_8125,No
Tanzania_uniqueid_1357,Yes
Kenya_uniqueid_3945,No
Rwanda_uniqueid_7692,No
Kenya_uniqueid_4309,No
Tanzania_uniqueid_559,No
Kenya_uniqueid_5870,No
Uganda_uniqueid_18,No
Tanzania_uniqueid_5321,No
Rwanda_uniqueid_5430,No
Rwanda_uniqueid_7918,Yes
Uganda_uniqueid_1837,No
Kenya_uniqueid_449,No
Rwanda_uniqueid_8161,No
Rwanda_uniqueid_3891,Yes
Rwanda_uniqueid_4152,No
Rwanda_uniqueid_1468,No
Tanzania_uniqueid_5550,No
Rwanda_uniqueid_1298,No
Rwanda_uniqueid_6961,No
Kenya_uniqueid_1128,No
Tanzania_uniqueid_5325,No
Kenya_uniqueid_4408,No
Kenya_uniqueid_1800,No
Rwanda_uniqueid_4723,No
Rwanda_uniqueid_3934,No
Kenya_uniqueid_2388,No
Tanzania_uniqueid_826,No
Rwanda_uniqueid_4844,No
Kenya_uniqueid_5649,No
Tanzania_uniqueid_5361,No
Kenya_uniqueid_6070,Yes
Kenya_uniqueid_3513,No
Rwanda_uniqueid_933,No
Tanzania_uniqueid_2266,No
Rwanda_uniqueid_4433,No
Rwanda_uniqueid_1749,No
Tanzania_uniqueid_2672,No
Rwanda_uniqueid_2064,No
Kenya_uniqueid_5759,No
Kenya_uniqueid_4289,No
Rwanda_uniqueid_628,No
Tanzania_uniqueid_1692,No
Tanzania_uniqueid_5042,No
Uganda_uniqueid_1550,Yes
Uganda_uniqueid_1936,No
Rwanda_uniqueid_1735,No
Tanzania_uniqueid_2807,No
Kenya_uniqueid_3261,No
Rwanda_uniqueid_4803,No
Rwanda_uniqueid_2206,No
Tanzania_uniqueid_4036,No
Uganda_uniqueid_171,No
Kenya_uniqueid_2841,No
Uganda_uniqueid_1568,Yes
Kenya_uniqueid_2616,No
Rwanda_uniqueid_2302,No
Rwanda_uniqueid_2354,No
Kenya_uniqueid_3561,No
Tanzania_uniqueid_1249,No
Rwanda_uniqueid_4933,No
Kenya_uniqueid_4082,No
Kenya_uniqueid_1512,No
Uganda_uniqueid_1757,Yes
Kenya_uniqueid_5859,Yes
Kenya_uniqueid_5282,No
Tanzania_uniqueid_5306,No
Uganda_uniqueid_51,No
Rwanda_uniqueid_1148,No
Rwanda_uniqueid_5650,No
Uganda_uniqueid_962,No
Rwanda_uniqueid_4788,No
Kenya_uniqueid_474,No
Rwanda_uniqueid_954,No
Kenya_uniqueid_1847,No
Tanzania_uniqueid_2430,No
Rwanda_uniqueid_8634,No
Rwanda_uniqueid_2948,No
Rwanda_uniqueid_2881,No
Rwanda_uniqueid_3819,No
Tanzania_uniqueid_5300,No
Kenya_uniqueid_5826,No
Rwanda_uniqueid_6617,No
Kenya_uniqueid_1852,No
Rwanda_uniqueid_1090,Yes
Tanzania_uniqueid_646,No
Kenya_uniqueid_1682,No
Kenya_uniqueid_1453,No
Uganda_uniqueid_1232,No
Tanzania_uniqueid_6168,Yes
Rwanda_uniqueid_7051,No
Rwanda_uniqueid_3805,No
Uganda_uniqueid_752,No
Tanzania_uniqueid_534,Yes
Rwanda_uniqueid_3992,No
Rwanda_uniqueid_3978,No
Kenya_uniqueid_300,No
Kenya_uniqueid_1108,No
Kenya_uniqueid_851,No
Tanzania_uniqueid_5221,No
Rwanda_uniqueid_6283,No
Rwanda_uniqueid_5333,No
Kenya_uniqueid_2247,No
Rwanda_uniqueid_4101,No
Rwanda_uniqueid_316,No
Rwanda_uniqueid_19,No
Rwanda_uniqueid_7594,No
Rwanda_uniqueid_6801,No
Kenya_uniqueid_9,No
Tanzania_uniqueid_1102,Yes
Kenya_uniqueid_5368,No
Rwanda_uniqueid_8506,No
Kenya_uniqueid_4041,Yes
Rwanda_uniqueid_6863,No
Rwanda_uniqueid_1724,No
Tanzania_uniqueid_2020,No
Tanzania_uniqueid_1051,No
Tanzania_uniqueid_2075,No
Tanzania_uniqueid_2493,No
Rwanda_uniqueid_3631,No
Rwanda_uniqueid_6310,No
Kenya_uniqueid_5102,No
Tanzania_uniqueid_3670,No
Kenya_uniqueid_3098,No
Rwanda_uniqueid_6933,No
Rwanda_uniqueid_5783,No
Tanzania_uniqueid_4160,No
Tanzania_uniqueid_1113,No
Uganda_uniqueid_1867,No
Rwanda_uniqueid_7439,No
Tanzania_uniqueid_2022,No
Tanzania_uniqueid_6485,Yes
Kenya_uniqueid_3658,No
Rwanda_uniqueid_4589,No
Rwanda_uniqueid_5588,No
Tanzania_uniqueid_5446,No
Uganda_uniqueid_196,No
Rwanda_uniqueid_4869,No
Rwanda_uniqueid_7760,No
Tanzania_uniqueid_5383,Yes
Rwanda_uniqueid_2914,No
Rwanda_uniqueid_7534,No
Kenya_uniqueid_5974,No
Tanzania_uniqueid_4229,No
Tanzania_uniqueid_3914,No
Kenya_uniqueid_5633,No
Rwanda_uniqueid_6650,Yes
Tanzania_uniqueid_2123,No
Tanzania_uniqueid_2254,No
Tanzania_uniqueid_184,No
Kenya_uniqueid_5787,No
Tanzania_uniqueid_2177,No
Tanzania_uniqueid_1029,No
Uganda_uniqueid_2037,No
Uganda_uniqueid_450,No
Uganda_uniqueid_530,No
Rwanda_uniqueid_6247,No
Kenya_uniqueid_3088,No
Tanzania_uniqueid_3092,No
Kenya_uniqueid_2479,No
Kenya_uniqueid_5432,No
Rwanda_uniqueid_3751,No
Rwanda_uniqueid_4915,Yes
Tanzania_uniqueid_5902,No
Rwanda_uniqueid_5139,No
Rwanda_uniqueid_3734,No
Rwanda_uniqueid_2388,No
Rwanda_uniqueid_6004,No
Tanzania_uniqueid_2106,No
Kenya_uniqueid_832,No
Tanzania_uniqueid_4238,No
Rwanda_uniqueid_6473,No
Rwanda_uniqueid_6044,No
Rwanda_uniqueid_113,Yes
Uganda_uniqueid_1905,Yes
Kenya_uniqueid_1929,No
Kenya_uniqueid_1371,Yes
Kenya_uniqueid_3091,No
Tanzania_uniqueid_183,Yes
Rwanda_uniqueid_8660,No
Rwanda_uniqueid_5481,No
Tanzania_uniqueid_1762,Yes
Rwanda_uniqueid_7695,No
Tanzania_uniqueid_3338,No
Kenya_uniqueid_1917,No
Tanzania_uniqueid_4703,No
Uganda_uniqueid_645,No
Tanzania_uniqueid_4158,No
Rwanda_uniqueid_4274,No
Rwanda_uniqueid_5064,No
Tanzania_uniqueid_3905,Yes
Rwanda_uniqueid_2622,No
Rwanda_uniqueid_5008,No
Kenya_uniqueid_3620,No
Rwanda_uniqueid_1358,No
Kenya_uniqueid_5988,No
Uganda_uniqueid_637,No
Rwanda_uniqueid_2850,No
Tanzania_uniqueid_5401,No
Rwanda_uniqueid_1113,No
Kenya_uniqueid_1977,No
Kenya_uniqueid_2310,No
Kenya_uniqueid_3550,No
Kenya_uniqueid_1767,No
Rwanda_uniqueid_1083,No
Uganda_uniqueid_66,No
Kenya_uniqueid_4908,No
Rwanda_uniqueid_4970,Yes
Kenya_uniqueid_5165,No
Tanzania_uniqueid_1566,No
Tanzania_uniqueid_1778,No
Kenya_uniqueid_4639,No
Rwanda_uniqueid_5246,Yes
Rwanda_uniqueid_2170,No
Tanzania_uniqueid_292,No
Kenya_uniqueid_1656,Yes
Kenya_uniqueid_2862,No
Rwanda_uniqueid_2734,No
Rwanda_uniqueid_7841,No
Kenya_uniqueid_3323,No
Tanzania_uniqueid_4605,No
Kenya_uniqueid_5904,No
Kenya_uniqueid_3862,No
Rwanda_uniqueid_1996,No
Kenya_uniqueid_4813,No
Kenya_uniqueid_2127,No
Tanzania_uniqueid_5305,No
Tanzania_uniqueid_1126,No
Kenya_uniqueid_2089,No
Kenya_uniqueid_982,No
Tanzania_uniqueid_4627,No
Rwanda_uniqueid_8673,No
Rwanda_uniqueid_5880,Yes
Kenya_uniqueid_5268,No
Kenya_uniqueid_801,Yes
Rwanda_uniqueid_5487,No
Rwanda_uniqueid_7027,No
Tanzania_uniqueid_679,Yes
Kenya_uniqueid_3291,No
Uganda_uniqueid_1650,No
Uganda_uniqueid_831,Yes
Rwanda_uniqueid_3949,No
Kenya_uniqueid_1517,No
Rwanda_uniqueid_2463,No
Tanzania_uniqueid_1358,Yes
Rwanda_uniqueid_8511,No
Rwanda_uniqueid_8619,No
Tanzania_uniqueid_5626,No
Tanzania_uniqueid_6111,Yes
Rwanda_uniqueid_3444,No
Kenya_uniqueid_2433,No
Rwanda_uniqueid_789,No
Uganda_uniqueid_172,No
Tanzania_uniqueid_5234,No
Rwanda_uniqueid_8732,No
Tanzania_uniqueid_3833,No
Tanzania_uniqueid_1708,No
Rwanda_uniqueid_517,No
Kenya_uniqueid_3218,No
Rwanda_uniqueid_1599,No
Rwanda_uniqueid_8481,No
Uganda_uniqueid_1396,No
Rwanda_uniqueid_8648,Yes
Tanzania_uniqueid_3927,Yes
Kenya_uniqueid_797,No
Rwanda_uniqueid_8025,No
Tanzania_uniqueid_5973,No
Rwanda_uniqueid_5735,No
Rwanda_uniqueid_7086,No
Tanzania_uniqueid_111,No
Kenya_uniqueid_5310,No
Rwanda_uniqueid_6058,No
Kenya_uniqueid_3102,No
Uganda_uniqueid_1078,No
Rwanda_uniqueid_2209,No
Tanzania_uniqueid_168,No
Rwanda_uniqueid_626,No
Kenya_uniqueid_27,No
Rwanda_uniqueid_6356,No
Rwanda_uniqueid_6783,No
Kenya_uniqueid_3100,No
Rwanda_uniqueid_6512,No
Tanzania_uniqueid_1115,No
Tanzania_uniqueid_2065,No
Rwanda_uniqueid_6527,No
Kenya_uniqueid_5701,Yes
Tanzania_uniqueid_1768,No
Rwanda_uniqueid_3299,No
Rwanda_uniqueid_4355,No
Rwanda_uniqueid_3300,No
Rwanda_uniqueid_1529,No
Rwanda_uniqueid_4038,Yes
Rwanda_uniqueid_5833,No
Rwanda_uniqueid_7722,No
Tanzania_uniqueid_5392,No
Kenya_uniqueid_5119,No
Kenya_uniqueid_2232,Yes
Tanzania_uniqueid_5795,Yes
Rwanda_uniqueid_7386,No
Kenya_uniqueid_1591,Yes
Tanzania_uniqueid_1209,No
Rwanda_uniqueid_405,No
Rwanda_uniqueid_4195,No
Tanzania_uniqueid_4529,No
Uganda_uniqueid_1037,No
Kenya_uniqueid_1593,No
Rwanda_uniqueid_2570,No
Kenya_uniqueid_1083,No
Rwanda_uniqueid_6612,No
Kenya_uniqueid_3222,No
Rwanda_uniqueid_1785,No
Uganda_uniqueid_1744,No
Rwanda_uniqueid_7607,No
Kenya_uniqueid_3547,No
Uganda_uniqueid_1038,No
Rwanda_uniqueid_800,No
Rwanda_uniqueid_445,No
Tanzania_uniqueid_5121,No
Kenya_uniqueid_2714,No
Tanzania_uniqueid_2866,No
Rwanda_uniqueid_6423,No
Tanzania_uniqueid_1630,No
Tanzania_uniqueid_2258,No
Rwanda_uniqueid_5772,No
Kenya_uniqueid_1905,No
Kenya_uniqueid_5726,No
Rwanda_uniqueid_2193,No
Tanzania_uniqueid_2826,No
Kenya_uniqueid_435,No
Kenya_uniqueid_4857,No
Uganda_uniqueid_1611,No
Rwanda_uniqueid_2919,No
Kenya_uniqueid_2835,Yes
Kenya_uniqueid_2204,Yes
Kenya_uniqueid_3446,No
Tanzania_uniqueid_166,No
Uganda_uniqueid_588,No
Rwanda_uniqueid_895,No
Tanzania_uniqueid_841,Yes
Rwanda_uniqueid_1439,No
Kenya_uniqueid_4281,Yes
Kenya_uniqueid_3768,No
Tanzania_uniqueid_6246,No
Uganda_uniqueid_1638,No
Uganda_uniqueid_1516,No
Rwanda_uniqueid_2686,No
Rwanda_uniqueid_4358,No
Rwanda_uniqueid_4431,No
Tanzania_uniqueid_4924,No
Uganda_uniqueid_1461,No
Rwanda_uniqueid_3259,No
Tanzania_uniqueid_4713,Yes
Kenya_uniqueid_5379,No
Uganda_uniqueid_723,No
Tanzania_uniqueid_41,No
Rwanda_uniqueid_1173,No
Rwanda_uniqueid_7457,No
Kenya_uniqueid_933,No
Rwanda_uniqueid_2315,No
Rwanda_uniqueid_8376,Yes
Kenya_uniqueid_3485,No
Tanzania_uniqueid_4016,No
Rwanda_uniqueid_6235,No
Kenya_uniqueid_1369,No
Rwanda_uniqueid_1523,No
Kenya_uniqueid_4205,No
Kenya_uniqueid_1548,Yes
Rwanda_uniqueid_4426,No
Rwanda_uniqueid_7561,Yes
Tanzania_uniqueid_1185,No
Tanzania_uniqueid_4428,No
Tanzania_uniqueid_1201,No
Rwanda_uniqueid_6539,No
Rwanda_uniqueid_1412,No
Rwanda_uniqueid_2478,Yes
Rwanda_uniqueid_7939,No
Rwanda_uniqueid_7171,No
Rwanda_uniqueid_2758,No
Kenya_uniqueid_1936,No
Kenya_uniqueid_4900,No
Tanzania_uniqueid_2857,No
Kenya_uniqueid_3992,No
Kenya_uniqueid_3448,No
Rwanda_uniqueid_4557,No
Kenya_uniqueid_1186,No
Tanzania_uniqueid_4905,No
Rwanda_uniqueid_2903,No
Kenya_uniqueid_3022,No
Rwanda_uniqueid_3301,No
Tanzania_uniqueid_4798,No
Rwanda_uniqueid_8626,No
Rwanda_uniqueid_144,No
Kenya_uniqueid_4596,No
Rwanda_uniqueid_6664,No
Rwanda_uniqueid_5258,No
Rwanda_uniqueid_6803,No
Tanzania_uniqueid_1281,No
Rwanda_uniqueid_8001,No
Rwanda_uniqueid_3056,No
Tanzania_uniqueid_3003,No
Kenya_uniqueid_5143,No
Kenya_uniqueid_4994,No
Rwanda_uniqueid_7673,No
Kenya_uniqueid_2292,No
Kenya_uniqueid_1217,No
Tanzania_uniqueid_5546,No
Kenya_uniqueid_3604,No
Rwanda_uniqueid_4252,No
Tanzania_uniqueid_5762,Yes
Tanzania_uniqueid_4265,No
Tanzania_uniqueid_641,No
Kenya_uniqueid_1660,No
Tanzania_uniqueid_1550,No
Kenya_uniqueid_843,No
Kenya_uniqueid_2978,No
Rwanda_uniqueid_1341,No
Tanzania_uniqueid_5545,No
Kenya_uniqueid_2092,No
Tanzania_uniqueid_5744,No
Rwanda_uniqueid_300,No
Kenya_uniqueid_3064,No
Tanzania_uniqueid_2626,No
Rwanda_uniqueid_3124,No
Kenya_uniqueid_792,No
Uganda_uniqueid_2072,No
Kenya_uniqueid_2634,No
Kenya_uniqueid_3298,No
Rwanda_uniqueid_1088,No
Kenya_uniqueid_5522,No
Kenya_uniqueid_6005,No
Uganda_uniqueid_1631,No
Kenya_uniqueid_4101,No
Rwanda_uniqueid_1859,No
Tanzania_uniqueid_1633,No
Tanzania_uniqueid_5598,No
Rwanda_uniqueid_5274,No
Rwanda_uniqueid_7499,No
Kenya_uniqueid_15,No
Kenya_uniqueid_4779,No
Kenya_uniqueid_2793,No
Rwanda_uniqueid_5832,No
Tanzania_uniqueid_130,Yes
Rwanda_uniqueid_4644,No
Kenya_uniqueid_5923,No
Tanzania_uniqueid_6166,No
Rwanda_uniqueid_5518,No
Tanzania_uniqueid_980,No
Rwanda_uniqueid_3586,Yes
Rwanda_uniqueid_6627,No
Uganda_uniqueid_222,No
Kenya_uniqueid_99,No
Kenya_uniqueid_2607,No
Rwanda_uniqueid_6625,No
Tanzania_uniqueid_2081,Yes
Tanzania_uniqueid_2892,No
Rwanda_uniqueid_971,No
Tanzania_uniqueid_4944,No
Kenya_uniqueid_6,No
Tanzania_uniqueid_1962,No
Tanzania_uniqueid_4434,No
Kenya_uniqueid_5013,No
Tanzania_uniqueid_777,No
Kenya_uniqueid_5414,No
Rwanda_uniqueid_2736,Yes
Kenya_uniqueid_462,No
Tanzania_uniqueid_2595,No
Rwanda_uniqueid_5424,No
Tanzania_uniqueid_2944,Yes
Tanzania_uniqueid_3453,No
Tanzania_uniqueid_792,No
Kenya_uniqueid_1939,No
Rwanda_uniqueid_5040,No
Rwanda_uniqueid_3050,No
Tanzania_uniqueid_4876,No
Kenya_uniqueid_4871,No
Tanzania_uniqueid_4865,No
Uganda_uniqueid_1059,No
Rwanda_uniqueid_1908,Yes
Tanzania_uniqueid_154,Yes
Tanzania_uniqueid_1668,No
Tanzania_uniqueid_5903,No
Rwanda_uniqueid_1637,No
Tanzania_uniqueid_3327,No
Rwanda_uniqueid_5103,No
Kenya_uniqueid_5070,No
Rwanda_uniqueid_1155,No
Rwanda_uniqueid_5725,No
Tanzania_uniqueid_5771,No
Rwanda_uniqueid_7684,No
Rwanda_uniqueid_6446,No
Tanzania_uniqueid_5077,No
Tanzania_uniqueid_4109,No
Kenya_uniqueid_5466,No
Rwanda_uniqueid_1444,Yes
Rwanda_uniqueid_1597,No
Rwanda_uniqueid_3959,No
Kenya_uniqueid_569,No
Rwanda_uniqueid_6656,No
Tanzania_uniqueid_1536,No
Rwanda_uniqueid_5703,No
Rwanda_uniqueid_3434,No
Rwanda_uniqueid_5242,No
Rwanda_uniqueid_1114,No
Rwanda_uniqueid_8600,No
Rwanda_uniqueid_1979,No
Rwanda_uniqueid_4832,No
Tanzania_uniqueid_4857,No
Kenya_uniqueid_2334,No
Uganda_uniqueid_1458,No
Rwanda_uniqueid_3014,No
Uganda_uniqueid_982,No
Kenya_uniqueid_2526,No
Rwanda_uniqueid_6683,No
Tanzania_uniqueid_2583,No
Uganda_uniqueid_604,No
Rwanda_uniqueid_422,No
Rwanda_uniqueid_7886,Yes
Kenya_uniqueid_4455,No
Uganda_uniqueid_482,No
Uganda_uniqueid_1407,No
Tanzania_uniqueid_2214,No
Rwanda_uniqueid_6592,No
Tanzania_uniqueid_4712,No
Rwanda_uniqueid_666,No
Tanzania_uniqueid_4562,No
Kenya_uniqueid_3893,Yes
Kenya_uniqueid_2614,No
Rwanda_uniqueid_3171,No
Rwanda_uniqueid_7220,No
Rwanda_uniqueid_868,No
Kenya_uniqueid_1576,Yes
Rwanda_uniqueid_3672,No
Rwanda_uniqueid_1921,No
Rwanda_uniqueid_7181,No
Kenya_uniqueid_1584,No
Tanzania_uniqueid_3125,No
Kenya_uniqueid_1521,No
Kenya_uniqueid_1618,No
Tanzania_uniqueid_5692,No
Uganda_uniqueid_1364,No
Rwanda_uniqueid_7484,No
Rwanda_uniqueid_3879,No
Rwanda_uniqueid_1554,No
Tanzania_uniqueid_125,No
Kenya_uniqueid_5059,No
Tanzania_uniqueid_4116,No
Kenya_uniqueid_2319,Yes
Kenya_uniqueid_406,No
Kenya_uniqueid_220,No
Kenya_uniqueid_4124,No
Tanzania_uniqueid_4807,No
Rwanda_uniqueid_4286,No
Uganda_uniqueid_188,No
Rwanda_uniqueid_2689,No
Kenya_uniqueid_2038,No
Rwanda_uniqueid_1880,No
Kenya_uniqueid_1023,No
Rwanda_uniqueid_1367,No
Kenya_uniqueid_267,No
Rwanda_uniqueid_7624,No
Rwanda_uniqueid_2794,No
Kenya_uniqueid_3828,No
Tanzania_uniqueid_3198,No
Tanzania_uniqueid_5529,No
Kenya_uniqueid_1352,No
Rwanda_uniqueid_5868,No
Kenya_uniqueid_4666,Yes
Kenya_uniqueid_1264,No
Tanzania_uniqueid_800,No
Kenya_uniqueid_3585,No
Kenya_uniqueid_5525,No
Rwanda_uniqueid_1846,No
Rwanda_uniqueid_1405,No
Kenya_uniqueid_4724,No
Rwanda_uniqueid_4427,Yes
Tanzania_uniqueid_3129,Yes
Tanzania_uniqueid_4004,No
Kenya_uniqueid_4763,No
Uganda_uniqueid_677,No
Rwanda_uniqueid_7813,No
Tanzania_uniqueid_5917,No
Rwanda_uniqueid_4502,No
Kenya_uniqueid_3518,No
Tanzania_uniqueid_1140,No
Kenya_uniqueid_3834,No
Uganda_uniqueid_997,No
Kenya_uniqueid_4709,No
Tanzania_uniqueid_2150,Yes
Kenya_uniqueid_3308,No
Rwanda_uniqueid_224,No
Uganda_uniqueid_365,No
Kenya_uniqueid_5441,No
Rwanda_uniqueid_3193,No
Tanzania_uniqueid_3517,No
Uganda_uniqueid_724,No
Rwanda_uniqueid_4737,No
Rwanda_uniqueid_4238,No
Rwanda_uniqueid_2883,No
Uganda_uniqueid_1243,No
Tanzania_uniqueid_2753,No
Tanzania_uniqueid_178,No
Tanzania_uniqueid_2183,Yes
Tanzania_uniqueid_1688,No
Kenya_uniqueid_5089,No
Rwanda_uniqueid_8410,No
Kenya_uniqueid_896,No
Rwanda_uniqueid_7183,No
Kenya_uniqueid_1226,No
Tanzania_uniqueid_3881,No
Rwanda_uniqueid_341,No
Rwanda_uniqueid_6153,No
Kenya_uniqueid_4755,No
